rule,human_count,machine_count,human_docs,machine_docs,total_count
"NOUN(ADP/case, *, ADJ/amod, VERB/acl, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, DET/det)",1,0,1,0,1
"NOUN(ADP/case, *, NOUN/conj, NOUN/conj, NOUN/conj)",1,0,1,0,1
"NOUN(ADP/case, *, NOUN/conj, NOUN/conj, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/conj, NOUN/nmod, NOUN/conj)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod, ADJ/amod)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod, NOUN/conj, NOUN/conj)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obj, ADV/advmod, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obj, AUX/cop)",1,0,1,0,1
"VERB(ADP/mark, *, NOUN/obj, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obj, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obj, NOUN/obl, VERB/conj)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obj, NOUN/obl, VERB/conj, VERB/conj)",1,0,1,0,1
"VERB(ADP/mark, NOUN/nsubj, *)",1,0,1,0,1
"VERB(ADP/mark, NOUN/nsubj, *, VERB/xcomp, VERB/parataxis)",0,1,0,1,1
"VERB(ADP/mark, NOUN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, NOUN/nsubj, AUX/aux, *, VERB/advcl, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, NOUN/nsubj:pass, AUX/aux:pass, *)",1,0,1,0,1
"VERB(ADP/mark, NOUN/obl, *, NOUN/obj)",1,0,1,0,1
"VERB(ADP/mark, *, NOUN/obj, VERB/conj, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obl, NOUN/obl, VERB/conj)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obl, VERB/advcl, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obl, VERB/conj)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/xcomp, NOUN/conj)",1,0,1,0,1
"VERB(ADP/mark, *, PRON/obj, NOUN/obl)",1,0,1,0,1
"VERB(ADP/mark, *, PRON/obl)",1,0,1,0,1
"VERB(ADP/mark, *, PROPN/obj, PROPN/obl)",0,1,0,1,1
"VERB(ADP/mark, *, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, PRON/nsubj, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(ADP/mark, PROPN/nsubj, ADV/advmod, *, NOUN/obl)",1,0,1,0,1
"VERB(ADP/mark, PROPN/nsubj, AUX/aux, *, NOUN/obj, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, PROPN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl)",0,1,0,1,1
"VERB(ADV/advmod, *, NOUN/nsubj, PUNCT/punct)",1,0,1,0,1
"VERB(ADV/advmod, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(ADP/mark, *, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/mark, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(ADP/mark, ADV/advmod, *, NOUN/obj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(ADP/mark, ADV/advmod, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, AUX/aux, *, NOUN/obj)",0,1,0,1,1
"VERB(ADP/mark, AUX/aux, *, NOUN/obj, VERB/conj, VERB/advcl, NOUN/appos)",0,1,0,1,1
"VERB(ADP/mark, AUX/aux, PRON/obj, *, NOUN/obl)",1,0,1,0,1
"VERB(ADP/mark, AUX/aux:pass, *, NOUN/nsubj:pass)",1,0,1,0,1
"VERB(ADP/mark, AUX/aux:pass, *, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, AUX/aux:pass, *, VERB/advcl)",0,1,0,1,1
"VERB(ADP/mark, PRON/expl, *, NOUN/xcomp)",0,1,0,1,1
"VERB(ADP/mark, PRON/expl, *, VERB/advcl)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, ADV/advmod)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, NOUN/conj, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, NOUN/nmod, NOUN/conj)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, NOUN/nmod, PROPN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, PROPN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, PROPN/nmod, PROPN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, PROPN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, PROPN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, PUNCT/punct)",0,1,0,1,1
"NOUN(*, PUNCT/punct, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/mark, PRON/iobj, *, VERB/ccomp)",1,0,1,0,1
"VERB(ADP/mark, PRON/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(ADV/advmod, *, NOUN/obl)",1,0,1,0,1
"VERB(ADV/advmod, *, NOUN/obl, NOUN/nsubj, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, *, NOUN/obl, VERB/parataxis, PUNCT/punct, VERB/parataxis)",1,0,1,0,1
"VERB(ADV/advmod, *, NOUN/obl:agent)",0,1,0,1,1
"VERB(ADV/advmod, *, PROPN/obl)",0,1,0,1,1
"VERB(ADV/advmod, *, PROPN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(ADV/advmod, ADV/advmod, *)",0,1,0,1,1
"VERB(ADV/advmod, ADV/advmod, PROPN/nsubj, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, AUX/aux, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(ADV/advmod, AUX/aux:pass, *)",1,0,1,0,1
"VERB(ADV/advmod, AUX/aux:pass, *, NOUN/nsubj:pass, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, *, ADJ/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, *, ADV/advmod, PROPN/obj, VERB/xcomp, NOUN/appos, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, *, NOUN/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/mark, PRON/expl, *, NOUN/obl)",0,1,0,1,1
"VERB(AUX/aux:pass, *, NOUN/obl, NOUN/conj)",1,0,1,0,1
"VERB(AUX/aux:pass, *, NOUN/obl, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(AUX/aux:pass, *, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, *, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(ADV/advmod, NOUN/nsubj, ADV/advmod, *, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, ADV/advmod, ADV/advmod, *, VERB/conj, NOUN/obj, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, AUX/aux, *, ADV/advmod, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, AUX/aux, *, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, PRON/expl, *, ADV/advmod, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl:agent, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/advcl)",0,1,0,1,1
"VERB(ADV/advmod, PRON/expl, *)",0,1,0,1,1
"VERB(ADV/advmod, PROPN/nsubj, *, NOUN/obj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, PROPN/nsubj, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, PROPN/nsubj, ADV/advmod, ADV/advmod, PRON/expl, *, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(CCONJ/cc, *, NOUN/obj, NOUN/obl, ADV/advmod)",0,1,0,1,1
"VERB(CCONJ/cc, *, NOUN/obj, X/obl, VERB/advcl)",0,1,0,1,1
"VERB(CCONJ/cc, *, NOUN/obl:agent)",0,1,0,1,1
"VERB(CCONJ/cc, *, PROPN/obj)",0,1,0,1,1
"VERB(ADV/advmod, PROPN/nsubj, AUX/aux, *, NOUN/obl)",1,0,1,0,1
"VERB(ADV/ccomp:speech, *, PROPN/nsubj, PUNCT/punct)",0,1,0,1,1
"VERB(AUX/aux, *, ADV/advmod, PRON/obj, ADV/advmod, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(AUX/aux, *, NOUN/obj)",0,1,0,1,1
"VERB(AUX/aux, *, PROPN/obl, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(AUX/aux, *, PROPN/obl, VERB/conj)",0,1,0,1,1
"VERB(AUX/aux, *, VERB/xcomp, ADJ/conj, PUNCT/punct)",1,0,1,0,1
"VERB(AUX/aux, AUX/aux:pass, *)",0,1,0,1,1
"VERB(AUX/aux:pass, *, ADV/advmod, NOUN/obl)",0,1,0,1,1
"VERB(AUX/aux:pass, *, ADV/advmod, NOUN/obl:agent, NOUN/parataxis)",1,0,1,0,1
"VERB(AUX/aux:pass, *, NOUN/nsubj:pass, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(AUX/aux:pass, *, NOUN/obl)",0,1,0,1,1
"VERB(CCONJ/cc, ADV/advmod, *, ADJ/xcomp, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(CCONJ/cc, ADV/advmod, ADP/mark, *, NOUN/obj)",1,0,1,0,1
"VERB(CCONJ/cc, ADV/advmod, ADP/mark, PRON/expl, *, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, ADV/advmod, AUX/aux, *, VERB/xcomp)",1,0,1,0,1
"VERB(CCONJ/cc, AUX/aux:pass, *)",1,0,1,0,1
"VERB(CCONJ/cc, NOUN/nsubj, *, NOUN/obl, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, NOUN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(CCONJ/cc, NOUN/nsubj, *, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(AUX/aux:pass, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(AUX/cop, SCONJ/mark, PRON/nsubj, AUX/aux, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(AUX/discourse, SCONJ/discourse, NOUN/nsubj, *, PRON/obl, PUNCT/punct)",1,0,1,0,1
"VERB(CCONJ/cc, *, ADJ/conj)",1,0,1,0,1
"VERB(CCONJ/cc, *, ADJ/xcomp)",0,1,0,1,1
"VERB(CCONJ/cc, *, ADV/advmod)",0,1,0,1,1
"VERB(CCONJ/cc, *, ADV/advmod, VERB/ccomp)",0,1,0,1,1
"VERB(CCONJ/cc, *, PROPN/obj, NOUN/obl)",0,1,0,1,1
"VERB(CCONJ/cc, *, VERB/advcl, NOUN/obl)",1,0,1,0,1
"NOUN(*, VERB/acl:relcl, NOUN/root)",1,0,1,0,1
"NOUN(ADJ/amod, *, ADJ/amod)",0,1,0,1,1
"NOUN(ADJ/amod, *, ADJ/amod, NOUN/nmod, VERB/acl, NOUN/nmod)",0,1,0,1,1
"NOUN(ADJ/amod, *, ADJ/amod, VERB/acl)",0,1,0,1,1
"NOUN(ADJ/amod, *, PROPN/nmod, NOUN/conj)",0,1,0,1,1
"NOUN(ADJ/amod, *, PUNCT/punct)",0,1,0,1,1
"NOUN(ADJ/amod, PUNCT/punct, *, ADJ/amod, PUNCT/punct, NOUN/nmod, ADV/advmod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/advmod, SYM/nmod, NUM/nummod, *)",0,1,0,1,1
"NOUN(*, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"NOUN(*, NOUN/obl)",1,0,1,0,1
"NOUN(*, NOUN/parataxis)",1,0,1,0,1
"VERB(CCONJ/cc, *, VERB/xcomp)",1,0,1,0,1
"VERB(CCONJ/cc, *, VERB/xcomp, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, ADV/advmod, *)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obj, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obj, PROPN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(CCONJ/cc, NOUN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(CCONJ/cc, NOUN/obl, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(CCONJ/cc, NOUN/obl, AUX/aux:pass, *, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, NOUN/obl, NOUN/nsubj, *, NOUN/obj, VERB/xcomp, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(CCONJ/cc, PRON/expl, *, VERB/xcomp)",0,1,0,1,1
"VERB(CCONJ/cc, PRON/nsubj, ADV/advmod, *, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, PROPN/obl, PROPN/nsubj, *, NOUN/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(CCONJ/cc, SCONJ/mark, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(CCONJ/cc, SCONJ/mark, ADV/advmod, AUX/aux, *, NOUN/obj, NOUN/obl)",1,0,1,0,1
"VERB(NOUN/advcl, NOUN/nsubj, PRON/expl, *, PRON/obl, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/ccomp:speech, *, PROPN/nsubj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADJ/ccomp, NOUN/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADJ/ccomp, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(CCONJ/cc, *, PROPN/obj, ADJ/obl)",1,0,1,0,1
"VERB(NOUN/nsubj, *, NOUN/obl, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, PRON/obj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, PRON/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, PROPN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, VERB/ccomp, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, VERB/ccomp, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADV/advmod, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADV/advmod, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADV/advmod, NOUN/obj, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADV/advmod, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADV/advmod, PRON/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, ADV/advmod, PROPN/obl, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obj, NOUN/obl, NOUN/obl, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obj, VERB/advcl, NOUN/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obj, VERB/advcl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"NOUN(*, NOUN/root, PUNCT/punct)",1,0,1,0,1
"NOUN(*, NUM/appos, PUNCT/punct)",0,1,0,1,1
"NOUN(*, PRON/nmod, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"NOUN(*, PROPN/conj, NOUN/conj, PUNCT/punct)",1,0,1,0,1
"NOUN(*, PROPN/flat:name, NOUN/flat:name, NOUN/conj)",1,0,1,0,1
"NOUN(*, PROPN/nmod, NOUN/conj)",0,1,0,1,1
"NOUN(*, PROPN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(*, PROPN/nmod, PROPN/nmod)",0,1,0,1,1
"NOUN(*, PROPN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(*, PROPN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(*, PUNCT/punct, NOUN/appos, VERB/root)",1,0,1,0,1
"NOUN(*, ADJ/amod, VERB/acl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, NOUN/obj, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, PRON/obj, *, ADV/advmod, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, PROPN/nsubj, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, PUNCT/punct, NOUN/nsubj, *, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, VERB/ccomp, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, VERB/conj, VERB/root)",1,0,1,0,1
"VERB(NOUN/nsubj, *, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, VERB/xcomp, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADP/mark, NOUN/nsubj, *, VERB/advcl)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, *, NOUN/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, *, NOUN/obj, ADV/advmod, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, *, NOUN/obj, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, *, NOUN/obj, NOUN/parataxis, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, AUX/aux, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, NOUN/obl, *, PRON/obj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obj, NOUN/obl, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"NOUN(*, NOUN/conj, ADJ/acl:relcl)",1,0,1,0,1
"NOUN(*, NOUN/conj, NOUN/conj, NOUN/conj)",1,0,1,0,1
"NOUN(*, NOUN/conj, VERB/acl:relcl)",0,1,0,1,1
"NOUN(*, NOUN/nmod, NOUN/appos)",1,0,1,0,1
"NOUN(*, ADJ/amod, ADJ/amod, NOUN/conj)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obj, VERB/xcomp, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obl, NOUN/obl, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, AUX/aux, *, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, AUX/cop, *, NOUN/conj, ADJ/parataxis)",1,0,1,0,1
"VERB(NOUN/nsubj, CCONJ/cc, ADP/mark, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, NOUN/obl, AUX/aux, *, VERB/advcl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, ADV/advmod, NOUN/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, NOUN/obj, NOUN/obl, VERB/advcl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:outer, AUX/cop, SCONJ/mark, NOUN/nsubj, *, NOUN/obl, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, ADV/advmod, *, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, ADV/advmod, AUX/aux:pass, *, NOUN/obl:agent, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl:agent, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, VERB/advcl, PRON/appos, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux, CCONJ/cc, AUX/aux:pass, *, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, NOUN/obl:agent, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl:agent, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, PROPN/obl, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, PROPN/obl:agent, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, AUX/aux, *, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl:agent, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/advcl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, PROPN/obl:agent, PROPN/conj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, PROPN/obl:agent, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, VERB/advcl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, NOUN/nsubj:pass, CCONJ/cc, *, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, NOUN/obl, AUX/aux:pass, *, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, VERB/root, *, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, *, NOUN/obj, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(NOUN/obl, AUX/aux:pass, *, NOUN/nsubj:pass, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, AUX/aux:pass, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"NOUN(*, ADJ/amod, NOUN/conj, NOUN/conj, NOUN/conj, NOUN/conj, NOUN/conj, PUNCT/punct)",1,0,1,0,1
"NOUN(*, ADJ/amod, NOUN/conj, NOUN/nmod)",0,1,0,1,1
"NOUN(*, ADJ/amod, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(*, ADJ/amod, PROPN/nmod, PROPN/nmod)",0,1,0,1,1
"NOUN(*, ADJ/amod, PUNCT/punct)",0,1,0,1,1
"NOUN(*, ADJ/amod, VERB/acl, NOUN/nmod)",0,1,0,1,1
"ADV(PUNCT/punct, PUNCT/parataxis, NOUN/nsubj, AUX/cop, *)",1,0,1,0,1
"AUX(*, SCONJ/fixed)",1,0,1,0,1
"VERB(NOUN/obl, NOUN/nsubj, *, NOUN/obl, NOUN/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, NOUN/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, NOUN/nsubj, *, VERB/advcl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, VERB/xcomp, NOUN/appos, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, ADV/advmod, *, NOUN/obj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
