rule,human_count,machine_count,human_docs,machine_docs,total_count
"VERB(PRON/nsubj:pass, AUX/aux:pass, *)",0,1,0,1,1
"VERB(PRON/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl:agent)",0,1,0,1,1
"VERB(PRON/nsubj:pass, ADV/advmod, AUX/aux:pass, *, ADV/advmod)",0,1,0,1,1
"VERB(PRON/nsubj:pass, ADV/advmod, AUX/aux, AUX/aux:pass, *, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj:pass, ADV/advmod, ADV/advmod, AUX/aux:pass, *, ADV/advmod)",0,1,0,1,1
"VERB(PRON/nsubj:outer, AUX/cop, SCONJ/mark, NOUN/nsubj, *, NOUN/obl, NOUN/obl, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, AUX/aux, *, ADV/advmod, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj:outer, AUX/cop, SCONJ/mark, NOUN/nsubj, *, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, PROPN/aux, *, PROPN/obj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, PRON/obj, *, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj, PRON/expl, *, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, PRON/expl, *, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj, NOUN/advcl, ADV/advmod, PRON/obj, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, AUX/aux, PRON/expl, *, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, AUX/aux, PRON/expl, *, ADJ/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, AUX/aux, *, PRON/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, AUX/aux, *, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj, AUX/aux, *, ADV/advmod, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj:outer, AUX/cop, SCONJ/mark, NOUN/nsubj, *, NOUN/obj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/discourse, PRON/nsubj, ADV/advmod, *, ADV/advmod, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(NUM/obl, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, NOUN/parataxis, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NUM/obl, NOUN/nsubj, *, PROPN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/parataxis, NOUN/nsubj, ADV/advmod, *, VERB/xcomp, VERB/conj, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, SYM/nsubj:pass, PRON/nsubj:pass, AUX/aux:pass, *, ADP/case, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, SYM/nsubj, *, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, PUNCT/punct, ADV/advmod, NOUN/nsubj, *, ADV/advmod, VERB/xcomp)",1,0,1,0,1
"VERB(NOUN/obl, PROPN/nsubj:pass, AUX/aux:pass, *, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PROPN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PROPN/nsubj, AUX/aux, *, NOUN/obj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PROPN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obl, VERB/xcomp)",0,1,0,1,1
"VERB(NOUN/obl, PROPN/nsubj, *, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PROPN/nsubj, *, NOUN/obj, ADV/advmod, PROPN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PROPN/nsubj, *, ADV/advmod, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PRON/nsubj:pass, AUX/aux:pass, *, ADV/advmod, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PRON/nsubj, PRON/expl, *, ADV/advmod, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, PRON/nsubj, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, PRON/nsubj, *, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, PRON/nsubj, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, PRON/nsubj, *, NOUN/obj, NOUN/obl)",1,0,1,0,1
"VERB(NOUN/obl, PRON/nsubj, *)",1,0,1,0,1
"VERB(NOUN/obl, NOUN/obl, PROPN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl:agent, VERB/advcl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PROPN/nsubj, *, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obl, NOUN/obl)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obl, NOUN/obj, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obj, VERB/xcomp, VERB/advcl)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obj, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obj, SYM/obl)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obj, PROPN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obj, PROPN/obl)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obj, NOUN/obl, NOUN/conj)",1,0,1,0,1
"VERB(PRON/expl, *)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obj, NOUN/obj, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obj, ADV/advmod)",0,1,0,1,1
"VERB(PRON/nsubj, *, ADV/advmod, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, *, ADJ/xcomp, ADV/advmod)",0,1,0,1,1
"VERB(PRON/nsubj, *, ADJ/xcomp)",0,1,0,1,1
"VERB(PRON/expl, *, X/obl)",0,1,0,1,1
"VERB(PRON/expl, *, VERB/advcl)",1,0,1,0,1
"VERB(PRON/expl, *, NUM/obl, VERB/advcl)",0,1,0,1,1
"VERB(PRON/expl, *, NOUN/xcomp)",0,1,0,1,1
"VERB(PRON/expl, *, NOUN/obl, VERB/advcl)",1,0,1,0,1
"VERB(PRON/expl, *, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obj, NOUN/obl, ADV/advmod, NOUN/obl)",0,1,0,1,1
"VERB(PROPN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/obl, NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl:agent, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/obl, NOUN/nsubj, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/obl, NOUN/nsubj, *, PROPN/obj, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/obl, NOUN/nsubj, *, NOUN/obl, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/obl, NOUN/nsubj, *, ADV/advmod, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj:pass, AUX/aux:pass, ADV/advmod, *, PROPN/obl:agent, VERB/xcomp, PUNCT/punct, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj:pass, AUX/aux, AUX/aux:pass, PUNCT/punct, *, PUNCT/punct, NOUN/obl:agent, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj:pass, AUX/aux, AUX/aux:pass, *, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj:pass, ADV/advmod, AUX/aux:pass, *, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/obj, *, ADV/advmod, NOUN/obl)",1,0,1,0,1
"VERB(PROPN/nsubj:pass, ADV/advmod, AUX/aux, AUX/aux:pass, *, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, PUNCT/punct, *, NOUN/obj, PUNCT/punct, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, PRON/obj, *, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, AUX/aux, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, AUX/aux, *, NOUN/obj, PROPN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, AUX/aux, *, NOUN/obj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, ADV/advmod, AUX/aux, *, NOUN/obj, VERB/advcl, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, ADV/advmod, ADV/advmod, PRON/expl, *, ADV/advmod, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, ADV/advmod, ADV/advmod, PRON/expl, *, ADV/advmod, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj:pass, ADV/advmod, AUX/aux:pass, *, NOUN/obl, NOUN/obl, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, *, SYM/obj, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, *, PROPN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, PROPN/obl, ADV/advmod, VERB/advcl, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, PROPN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, *, PROPN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, *, PRON/obj, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, *, PRON/expl:impers, PROPN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, *, NOUN/obl:agent, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obl:agent, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obl, PROPN/obl:agent, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obl, NOUN/obl, PROPN/obl, VERB/conj)",1,0,1,0,1
"VERB(PUNCT/punct, *, ADJ/xcomp, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obl, NOUN/obj, VERB/conj, VERB/conj, VERB/conj)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, VERB/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, VERB/conj, VERB/parataxis, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, VERB/conj, VERB/conj)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, VERB/ccomp:speech, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, *, NOUN/obj, VERB/advcl)",1,0,1,0,1
"VERB(PUNCT/punct, *, NOUN/obj, PROPN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, PRON/obl)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, ADV/advmod)",0,1,0,1,1
"VERB(PUNCT/punct, *, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obl, NOUN/obl)",1,0,1,0,1
"VERB(PRON/obl, PROPN/nsubj, *, ADV/advmod, VERB/xcomp)",0,1,0,1,1
"VERB(PRON/obl, NOUN/nsubj, AUX/aux, *, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/obl, NOUN/nsubj, *, VERB/xcomp)",1,0,1,0,1
"VERB(PRON/obl, NOUN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(PRON/obl, ADV/advmod, *, NOUN/nsubj)",1,0,1,0,1
"VERB(PRON/obl, *, PRON/obj)",1,0,1,0,1
"VERB(PRON/obl, *, NOUN/obj)",0,1,0,1,1
"VERB(PRON/obj, PROPN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(PRON/obj, PRON/nsubj, NOUN/obl, ADV/advmod, *, NOUN/obl)",1,0,1,0,1
"VERB(PRON/obj, PRON/nsubj, AUX/aux, *, PRON/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/obj, PRON/nsubj, *, VERB/advcl)",0,1,0,1,1
"VERB(PROPN/nsubj, ADV/advmod, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/obj, PRON/nsubj, *)",0,1,0,1,1
"VERB(PRON/obj, PRON/expl:impers, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/obj, NOUN/nsubj, ADV/advmod, *, VERB/conj, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/obj, NOUN/nsubj, ADV/advmod, *, VERB/ccomp)",0,1,0,1,1
"VERB(PRON/obj, NOUN/nsubj, ADV/advmod, *, NOUN/obl)",0,1,0,1,1
"VERB(PRON/obj, NOUN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(PRON/obj, NOUN/nsubj, *, ADJ/obl)",1,0,1,0,1
"VERB(PRON/obj, AUX/aux, *, PRON/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/obj, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/obj, *, NOUN/obl)",0,1,0,1,1
"VERB(PRON/obj, *, NOUN/nsubj)",1,0,1,0,1
"VERB(PRON/obj, PRON/nsubj, *, ADJ/xcomp, PUNCT/parataxis)",1,0,1,0,1
"VERB(PROPN/nsubj, ADV/advmod, *, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, ADV/advmod, *, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, VERB/xcomp, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, PROPN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, PROPN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, PROPN/obj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, PRON/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, NOUN/obl, PROPN/obj, NUM/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/dislocated, NOUN/obl, NOUN/nsubj, *, ADV/advmod, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl, NOUN/obj, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl, NOUN/obj, NUM/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl, NOUN/obj, NOUN/obl, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obj, PROPN/obl, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obj, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obj, NOUN/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obj, ADV/advmod, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/ccomp, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, ADV/advmod, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, NOUN/obl, NOUN/obl, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"NOUN(ADV/advmod, ADP/case, DET/det, *)",0,1,0,1,1
"NOUN(ADV/advmod, ADP/case, *, NOUN/nmod)",1,0,1,0,1
"NOUN(ADV/advmod, ADP/case, *, ADJ/amod)",0,1,0,1,1
"NOUN(ADV/advmod, ADJ/amod, *)",0,1,0,1,1
"NOUN(ADV/advmod, *, NOUN/nmod, NOUN/conj, NOUN/conj)",0,1,0,1,1
"NOUN(ADP/mark, AUX/cop, ADP/case, DET/det, *, PRON/nmod)",1,0,1,0,1
"NOUN(ADP/case, SYM/nmod, NUM/nummod, *, PROPN/nmod)",0,1,0,1,1
"NOUN(ADP/case, SYM/nmod, NUM/nummod, *, NOUN/nmod, VERB/parataxis)",1,0,1,0,1
"NOUN(ADP/case, SYM/nmod, NUM/nummod, *, NOUN/nmod)",1,0,1,0,1
"NOUN(ADP/case, SYM/nmod, NUM/nummod, *, NOUN/conj)",0,1,0,1,1
"SYM(ADP/case, ADV/advmod, *, NUM/nummod)",0,1,0,1,1
"NOUN(ADP/case, PUNCT/punct, DET/det, ADJ/amod, *, NOUN/nmod, VERB/acl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, PUNCT/punct, DET/det, ADJ/amod, *, ADJ/amod, NOUN/nmod, PUNCT/punct, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, PUNCT/punct, *, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, PUNCT/punct, *, NUM/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, PUNCT/punct, *, NOUN/nmod, VERB/parataxis, VERB/parataxis, ADJ/parataxis)",1,0,1,0,1
"NOUN(ADP/case, PUNCT/punct, *, NOUN/nmod, NOUN/conj, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, NUM/nummod, *, NUM/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, PUNCT/punct, *, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, DET/det, NUM/nummod, *)",0,1,0,1,1
"NOUN(ADP/case, DET/det, DET/det, DET/det, *, ADJ/amod)",1,0,1,0,1
"NOUN(ADP/case, PUNCT/punct, DET/det, ADJ/amod, *, NUM/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(AUX/cop, DET/det, *, VERB/acl)",1,0,1,0,1
"NOUN(AUX/cop, DET/det, *, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(AUX/cop, DET/det, *, ADJ/amod, VERB/acl, PUNCT/punct)",1,0,1,0,1
"NOUN(AUX/cop, DET/det, *, ADJ/amod, PUNCT/punct)",0,1,0,1,1
"NOUN(AUX/cop, DET/det, *, ADJ/amod, NOUN/nmod, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"NOUN(AUX/cop, *, NOUN/nmod)",1,0,1,0,1
"NOUN(ADV/advmod, SYM/nmod, NUM/nummod, *, NOUN/nmod)",0,1,0,1,1
"NOUN(ADV/advmod, SYM/nmod, NUM/nummod, *)",0,1,0,1,1
"NOUN(ADV/advmod, DET/det, *, VERB/acl, PUNCT/punct)",1,0,1,0,1
"NOUN(ADV/advmod, DET/det, *, VERB/acl)",1,0,1,0,1
"NOUN(ADV/advmod, ADP/case, DET/det, *, ADJ/amod, NUM/nmod)",0,1,0,1,1
"NOUN(ADV/advmod, DET/det, *, PRON/nmod)",1,0,1,0,1
"NOUN(ADV/advmod, DET/det, *, NOUN/nmod, NOUN/conj, NOUN/conj)",0,1,0,1,1
"NOUN(ADV/advmod, DET/det, *, NOUN/nmod, NOUN/conj)",1,0,1,0,1
"NOUN(ADV/advmod, DET/det, *, NOUN/nmod)",1,0,1,0,1
"NOUN(ADV/advmod, DET/det, *, ADJ/amod)",0,1,0,1,1
"NOUN(ADV/advmod, DET/det, *)",1,0,1,0,1
"NOUN(ADV/advmod, AUX/cop, DET/det, ADJ/amod, *, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADV/advmod, AUX/cop, *, VERB/csubj, PUNCT/punct)",0,1,0,1,1
"NOUN(ADV/advmod, ADV/advmod, AUX/cop, NUM/nummod, *, VERB/acl, NOUN/appos, PUNCT/punct)",0,1,0,1,1
"NOUN(ADV/advmod, ADP/case, DET/det, ADJ/amod, *)",0,1,0,1,1
"NOUN(ADV/advmod, DET/det, *, PROPN/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, PROPN/nmod, PROPN/flat:name)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, PRON/nmod, NOUN/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, PRON/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, NUM/nummod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, NUM/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, NOUN/nmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, NOUN/nmod, SYM/appos)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, NOUN/nmod, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, NOUN/nmod, NOUN/nmod, NOUN/conj)",1,0,1,0,1
"NOUN(ADP/case, DET/det, DET/det, ADJ/amod, *)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, NOUN/appos)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADV/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, PROPN/nmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, PROPN/nmod, PROPN/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, PROPN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/conj)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, ADJ/amod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, ADJ/amod, NOUN/appos)",0,1,0,1,1
"NOUN(ADP/case, ADP/case, DET/det, NUM/nummod, *)",1,0,1,0,1
"NOUN(ADP/case, ADJ/amod, *, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, NOUN/conj, NOUN/conj, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, DET/det, *, PROPN/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, DET/det, *, NOUN/nmod, NOUN/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, DET/det, *, NOUN/nmod, ADJ/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, DET/det, *, ADV/advmod, PRON/appos, ADJ/acl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, PROPN/nmod, PROPN/appos)",1,0,1,0,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, NOUN/nmod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, NOUN/nmod, NOUN/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, ADJ/amod, PROPN/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, ADJ/amod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, PROPN/nmod, PROPN/parataxis)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, X/conj)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, VERB/amod, PROPN/nmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, VERB/amod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, VERB/advmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, VERB/acl:relcl, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, VERB/acl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, VERB/acl, NOUN/conj)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, SYM/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, SYM/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, PROPN/nmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, PROPN/nmod, VERB/acl, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, X/conj, NOUN/conj, NOUN/conj)",1,0,1,0,1
"NOUN(DET/det, ADJ/amod, *, NOUN/nmod, NOUN/appos)",0,1,0,1,1
"NOUN(DET/det, ADJ/amod, *, NOUN/appos)",0,1,0,1,1
"NOUN(DET/det, ADJ/amod, *, ADJ/amod)",0,1,0,1,1
"NOUN(DET/det, ADJ/amod, *, ADJ/acl:relcl)",0,1,0,1,1
"NOUN(DET/det, *, X/appos)",1,0,1,0,1
"NOUN(DET/det, *, VERB/nmod, SYM/nmod)",0,1,0,1,1
"NOUN(DET/det, *, VERB/amod)",0,1,0,1,1
"NOUN(DET/det, *, VERB/acl:relcl, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(DET/det, *, SYM/nmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(DET/det, *, SYM/nmod, SYM/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(CCONJ/cc, *, ADJ/amod, ADJ/amod, ADJ/amod)",0,1,0,1,1
"NOUN(DET/det, *, PROPN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(DET/det, *, PROPN/nmod, PROPN/nmod, NOUN/nmod)",1,0,1,0,1
